X,Y,OBJECTID,VCID,VC_Site_Name,VC_Site_Room,VC_Site_address,VC_Site_city,VC_Site_ZIP,Voting_Period_Type,number_of_BMDs,VC_Size
-13186985.149,4058536.1039,4106,21248,Vista Middle School,Library,15040 Roscoe Blvd,Panorama City,91402,4 Day,,
-13142341.8952,4051064.1364,4107,21263,Sierra Madre Christ Church,Fellowship Room,212 N Lima St,Sierra Madre,91024,4 Day,,
-13183524.005,4029120.9467,4108,22187,Grand View Boulevard Elementary School,Auditorium,3951 Grand View Blvd,Los Angeles,90066,4 Day,,
-13196994.6912,4052204.9482,4109,22333,Tarzana Recreation Center,Gymnasium,5655 Vanalden Ave,Tarzana,91356,4 Day,,
-13214109.8763,4047682.2326,4110,21529,Valley Outreach Synagogue,Annex,26668 Agoura Rd ,Calabasas,91302,4 Day,,
-13174422.2911,4024962.4986,4111,22364,Veteran's Memorial Building,Auditorium,330 Centinela Ave,Inglewood,90302,4 Day,,
-13150240.9388,4021123.5821,4112,21352,St George Greek Orthodox Church,Multi-Purpose Room,10830 Downey Ave,Downey,90241,11 Day,,
-13119683.3394,4029863.2368,4113,21472,Ron Hockwalt Academies,Multi-Purpose Room,476 S Lemon Ave,Walnut,91789,4 Day,,
-13110344.2484,4042204.1981,4114,21492,University of La Verne,Abraham Campus Ctr Ballrooms 3rd Floor,2000 2nd St,La Verne,91750,4 Day,,
-13227092.7358,4048418.3742,4115,21510,Westminster Presbyterian Church,Fellowship Center,32111 Watergate Rd,Westlake Village,91361,4 Day,,
-13213315.8255,4048431.8596,4116,21527,Cambria Hotel Calabasas,Meeting Room,26400 Rondell St,Calabasas,91302,4 Day,,
-13219813.1996,4048444.0074,4117,21535,Homewood Suites by Hilton Agoura Hills,Ventura Room A and B,28901 Canwood St ,Agoura Hills,91301,4 Day,,
-13120954.7698,4039983.6888,4118,21556,Charter Oak Adult Education,Multi-Purpose Room,1115 E Puente St,Covina,91724,4 Day,,
-13146320.5645,4031661.0027,4119,21576,La Merced Academy,Cafeteria,724 N Poplar Ave,Montebello,90640,4 Day,,
-13162526.4852,4044475.6277,4120,21755,Washington Irving Middle School,Auditorium Foyer,3010 Estara Ave,Los Angeles,90065,4 Day,,
-13180395.6021,4030578.3403,4121,21770,BioscienceLA,Seminar Room,4130 Overland Ave,Culver City,90230,4 Day,,
-13175754.0171,4050296.4327,4122,21784,Toluca Lake Elem School-Strohm Entrance,Library-Entrance on Strohm Ave,4915 Strohm Ave,North Hollywood,91601,4 Day,,
-13165438.4906,4023483.1141,4123,21807,South Park Elementary School,Auditorium,8510 Towne Ave ,Los Angeles,90003,4 Day,,
-13193037.6637,4063073.6813,4124,22133,Andasol Avenue Elementary School,Auditorium,10126 Encino Ave,Northridge,91325,4 Day,,
-13156744.4559,4042552.3963,4125,22157,Bushnell Way Elementary School,Auditorium,5507 Bushnell Way,Los Angeles,90042,4 Day,,
-13159298.2234,4037958.1728,4126,22184,Griffin Avenue Elementary School,Multi-Purpose Room,2025 Griffin Ave,Los Angeles,90031,4 Day,,
-13156017.3995,4044637.9148,4127,22198,Garvanza Elementary School,Multi-Purpose Room,317 N Avenue 62,Los Angeles,90042,4 Day,,
-13171246.1387,4032279.5994,4128,22228,Jefferson-V D Wright Mem Branch Library,Meeting Room,2211 W Jefferson Blvd ,Los Angeles,90018,4 Day,,
-13164601.7059,4042291.2548,4129,22330,Silver Lake Branch Library,Meeting Room,2411 Glendale Blvd,Los Angeles,90039,4 Day,,
-13143737.9742,4005294.5518,4130,22359,The Way Out Ministries,Multi-Purpose Room,22427 Norwalk Blvd,Hawaiian Gardens,90716,4 Day,,
-13175076.5958,4017637.0998,4131,22361,Courtyard by Marriott LA-LAX Hawthorne,Hangar Room and Aviation Room,4427 W El Segundo Blvd,Hawthorne,90250,4 Day,,
-13155389.7899,4125795.0552,4132,22374,A V Fair and Event Center,Van Dam Pavillion,2551 W Avenue H,Lancaster,93536,4 Day,,
-13106812.7223,4038316.7187,4133,22398,Emerson Middle School,Gymnasium,635 Lincoln Ave ,Pomona,91767,4 Day,,
-13158217.0726,4000572.3073,4134,22407,Goodwill SOLAC,Event Space,800 W Pacific Coast Hwy,Long Beach,90806,4 Day,,
-13161479.5257,4048522.9332,4135,22739,The Lighthouse Mission Church,Gymnasium,1479 E Broadway,Glendale,91205,4 Day,,
-13167599.6451,3993811.5622,4136,22951,The Grand Annex Music Hall,Grand Annex Music Hall,434 W 6th St,San Pedro,90731,4 Day,,
-13168077.3207,3993379.4523,4137,23013,Croatian American Club,The Hall,631 W 9th St,San Pedro,90731,4 Day,,
-13108268.6534,4036538.7633,4138,23150,African American Advisory Alliance,Cultural Center Community Space,406 W 2nd St,Pomona,91766,4 Day,,
-13179385.265,4026349.9962,4139,23231,Courtyard by Marriott LA West Side,Studio Ballroom,6333 Bristol Pkwy ,Culver City,90230,4 Day,,
-13161565.0793,4034945.9158,4140,23254,One Santa Fe,Gallery,300 S Santa Fe Ave,Los Angeles,90013,4 Day,,
-13164792.8963,4006395.7601,4141,23278,Carson Civic Center,East Wing Activity Room,801 E Carson St,Carson,90745,4 Day,,
-13180893.2247,4036514.0154,4142,23987,Roxbury Memorial Park Clubhouse,Lobby and Community Room,401 S Roxbury Dr,Beverly Hills,90212,4 Day,,
-13109123.3298,4042487.4164,4143,23932,Lighthouse Baptist Church,Youth Room,2600 N White Ave   ,La Verne,91750,4 Day,,
-13137942.1381,4042748.8321,4144,23988,Rio Hondo Elementary School,Science Lab Room 33,11425 Wildflower Rd,Arcadia,91006,4 Day,,
-13148878.0365,4049494.8044,4145,24251,Jefferson Branch Library,Auditorium,1500 E Villa St,Pasadena,91106,4 Day,,
-13174208.2112,4020914.4702,4146,24460,Dolores Huerta Elementary School,Library and Room 130,4125 W 105th St,Lennox,90304,4 Day,,
-13161092.1562,4013107.6643,4147,24465,Robert F Kennedy Elementary School,Library,1305 S Oleander Ave,Compton,90220,4 Day,,
-13156416.705,4119967.2053,4148,24464,Antelope Valley College,SCT Room 150 Student Lounge,3041 W Avenue K,Lancaster,93536,4 Day,,
-13190274.1705,4032685.3103,4149,24483,Lincoln Middle School,Theatre and Lobby,1501 California Ave,Santa Monica,90403,4 Day,,
-13161036.7644,4018144.7775,4150,24487,Ralph J Bunche Middle School,Cafeteria,12338 S Mona Blvd,Compton,90222,4 Day,,
-13152948.5265,4033115.4599,4151,24510,Arts in Action Charter Elem School,Rooms 102 and 103,5115 Via Corona St,Los Angeles,90022,4 Day,,
-13154144.0389,4031923.5494,4152,24511,Arts in Action Charter Middle School,Rooms 104 and 106,745 S Kern Ave,Los Angeles,90022,4 Day,,
-13167324.316,4032086.4658,4153,24456,USC Village,UVN 1200,3215 S Hoover St,Los Angeles,90007,4 Day,,
-13172366.8115,4007590.5763,4154,24540,Mary K Giordano Regional Transit Center,210 Training Room,465 Crenshaw Blvd,Torrance,90503,11 Day,,
-13104142.6873,4039929.8528,4155,24459,Claremont Unified School District,First Floor Conference Room,170 W San Jose Ave,Claremont,91711,4 Day,,
-13174823.3982,4040735.2496,4156,24486,C Norman Transgender Empowerment Ctr,Marsha P-Sylvia R Community Room,1001 N Martel Ave,Los Angeles,90046,4 Day,,
-13161897.3505,4009735.0325,4157,24556,Anderson Park,Classroom and Multi-Purpose Room,19101 Wilmington Ave,Carson,90746,4 Day,,
-13175662.2653,4020409.7745,4158,24473,Lennox Park,Community Room A,10828 Condon Ave,Lennox,90304,4 Day,,
-13183784.1679,4064999.8263,4159,24541,Telfair Elementary School,Library,10975 Telfair Ave,Pacoima,91331,4 Day,,
-13150539.0729,4054310.8394,4160,24606,Altadena Community Center,Community Room,730 E Altadena Dr,Altadena,91001,4 Day,,
-13177429.4088,4017827.0987,4161,24626,Del Aire Park,Community Room,12601 S Isis Ave,Hawthorne,90250,4 Day,,
-13163808.3722,4026662.8834,4162,24628,Mary M Bethune Park,Community Room,1244 E 61st St,Los Angeles,90001,4 Day,,
-13171027.058,4034926.7954,4163,24714,Pio Pico Middle School,Multi-Purpose Room,1512 Arlington Ave,Los Angeles,90019,4 Day,,
-13170671.2267,4028662.2867,4164,24720,Greater Bethel Cathedral,Bungalow 38 and Bungalow 39,4831 S Gramercy Pl,Los Angeles,90062,11 Day,,
-13177719.9601,4032237.3125,4165,24544,Jam City,Community Lounge,3562 Eastham Dr,Culver City,90232,4 Day,,
-13171715.2198,3940885.9651,4166,24803,Catalina Isl Conservancy Trailhead Ctr,Gallery,708 Crescent Ave,Avalon,90704,4 Day,,
-13138420.8959,4047788.829,4167,24852,Embassy Suites-Hilton Arcadia Pasadena,Iron Room,211 E Huntington Dr,Arcadia,91006,11 Day,,
-13167695.1947,4036886.267,4168,24942,Korea Daily,Gallery,690 Wilshire Pl,Los Angeles,90005,4 Day,,
-13178471.068,4017815.7465,4169,26028,Da Vinci Schools,Atrium and Hall of Champions-WDV Gym,201 N Douglas St ,El Segundo,90245,4 Day,,
-13170999.8808,4023469.3099,4170,26077,Salon Princesita,Salon,2145 W Manchester Ave ,Los Angeles,90047,11 Day,,
-13151708.0545,4010090.5778,4171,26103,National Polytechnic College,Satellite Classroom,4102 South St,Lakewood,90712,4 Day,,
-13176867.941,4047904.9506,4172,26852,AVA Studio City,Chill Lounge,10979 Bluffside Dr ,Studio City,91604,4 Day,,
-13128687.1097,4039124.0508,4173,26860,Del Norte Intermediate Property,Multi-Purpose Room,1501 Del Norte St,West Covina,91790,4 Day,,
-13170847.7133,4023405.7938,4174,26145,JA Venue,Main Room,2070 W Manchester Ave,Los Angeles,90047,4 Day,,
-13157706.8892,4004001.8164,4175,25299,Fil-Am Christian Fellowship-Long Beach,Dining Hall,3190 Magnolia Ave,Long Beach,90806,4 Day,,
-13169981.5266,4027304.0143,4176,25513,Vela Venue,Smaller Room,1732 W Slauson Ave ,Los Angeles,90047,4 Day,,
-13177441.3868,4035896.9374,4177,25584,The Nowhere-Pico Treasure,Pico Treasure,6140 W Pico Blvd,Los Angeles,90035,11 Day,,
-13150217.9579,4051708.8755,4178,26316,Morning Star Christian Church,Robinson Hall A-C,980 E Rio Grande St ,Pasadena,91104,11 Day,,
-13164222.6945,4031647.4118,4179,26345,Second Baptist Church,Griffith Hall,2412 Griffith Ave ,Los Angeles,90011,4 Day,,
-13150695.7575,4122418.5018,4180,26525,Lancaster Community Center,Multi-Purpose Room,44611 Yucca Ave ,Lancaster,93534,4 Day,,
-13175340.9644,4023624.7903,4181,26653,Inglewood High School,Auditorium,231 S Grevillea Ave,Inglewood,90301,4 Day,,
-13154500.2071,4037936.9424,4182,26923,Cal State LA University Student Union,308A-B Los Angeles Rooms A-B,5154 State University Dr,Los Angeles,90032,4 Day,,
-13165022.2452,4000430.2044,4183,25203,Machinists Union-Jack Irving Hall,IAM and AW Local Lodge 1484,1261 N Avalon Blvd ,Wilmington,90744,4 Day,,
-13168275.5386,4040195.5078,4184,26942,Braille Institute of Los Angeles,Weingart North,740 N New Hampshire Ave ,Los Angeles,90029,4 Day,,
-13122415.4739,4040539.7217,4185,27055,Tri-Community Adult School-Pioneer,Library,160 Barranca Ave ,Covina,91723,4 Day,,
-13109303.1099,4039704.3156,4186,26930,Fairplex,Expo Hall 5,1101 W McKinley Ave ,Pomona,91768,4 Day,,
-13162244.7875,4035467.7897,4187,27043,Japanese American National Museum,Democracy Lab,100 N Central Ave ,Los Angeles,90012,4 Day,,
-13179376.9185,4017746.5695,4188,26943,Cambria Hotel LAX,Hearst I and II,199 Continental Blvd ,El Segundo,90245,11 Day,,
-13203203.2996,4062221.7866,4189,27044,DoubleTree by Hilton Chatsworth,Roma Room,9777 Topanga Canyon Blvd ,Chatsworth,91311,11 Day,,
-13139451.8809,4031455.6941,4190,27037,Rio Hondo College,Administration Bldg A102 Boardroom,3600 Workman Mill Rd ,Whittier,90601,4 Day,,
-13199155.5536,4083354.4324,4191,27031,College of the Canyons,Hasley Hall Boardroom HSLH 137,26455 Rockwell Canyon Rd,Santa Clarita,91355,4 Day,,
-13163400.5427,4036438.5852,4192,27121,The Music Center,Ahmanson Theater-First Floor Lobby,135 N Grand Ave,Los Angeles,90012,11 Day,,
-13124872.0021,4026050.0369,4193,27120,Carolyn Rosas Park,Fitness Room,18500 Farjardo St,Rowland Heights,91748,11 Day,,
-13143211.1361,4017524.0014,4194,14772,LA County Registrar-Recorder,Room 3002,12400 Imperial Hwy ,Norwalk,90650,11 Day,,
